word,mine,Salah
baobab,0,0
clannish,-1,-1
uprightness,1,1
delegitimizes,-1,-1
fomenter,-1,0
elastane,0,0
harmonicist,1,0
absenteeism,-1,0
calander,0,0
bundhs,0,-1
myers,1,0
baki,1,0
bagyo,1,0
bascially,-1,-1
eulogise,1,1
beur,-1,-1
tasks,0,0
whiel,1,0
ragpickers,0,0
curtailing,1,-1
actualization,1,0
pentium,-1,0
unstuffy,1,1
eulogist,0,0
overarching,-1,-1
narcoleptics,-1,-1
raking,0,0
logically,1,-1
sashing,0,0
misstepped,-1,-1
challans,0,0
footrot,0,-1
polyketals,-1,0
bended,-1,-1
backburning,0,0
sociation,-1,0
hoosegow,-1,0
hypergrid,1,0
centners,0,-1
etanercept,-1,0
druids,-1,0
papas,0,0
tripping,-1,-1
valet,0,0
papal,0,0
thatches,0,0
kluge,-1,-1
wherewithall,1,1
bender,-1,0
citywide,0,0
papad,0,0
tattooists,0,0
theoretical,-1,0
prosecutor,0,0
panas,0,0
flypasts,0,0
guardsman,0,0
analsyt,1,0
probinsiya,1,0
rescanning,-1,-1
claus,0,0
enervates,-1,-1
propietary,-1,-1
anecdotage,-1,0
oving,1,0
videoblog,1,0
ovine,-1,0
nanoneedle,-1,0
ignorant,-1,-1
virtue,1,1
griminess,1,1
finn,1,1
preannouncement,-1,1
enervated,-1,-1
mascot,0,0
postgame,0,0
radian,1,0
uveal,-1,0
oversupplies,-1,-1
fourths,1,1
piles,0,-1
incited,-1,-1
caseload,0,0
uninsurable,-1,-1
facilitating,1,1
detaches,-1,-1
incites,-1,0
misplaces,-1,-1
florbetapir,1,1
soloing,1,0
phoebe,0,0
empleados,1,0
improvisatory,1,0
detached,-1,-1
superstations,0,0
gunfire,0,0
hemoglobins,-1,0
suggestiveness,-1,1
snorers,-1,0
peoplehood,-1,0
remitted,-1,1
parishes,0,0
glucans,-1,0
weasely,-1,-1
microbiota,-1,0
antigambling,-1,0
acouple,1,1
repots,-1,0
andtrade,1,0
remitter,0,0
mangetout,0,-1
unveiled,1,0
freakout,-1,0
slumming,-1,-1
fulvestrant,-1,0
gimmickry,-1,0
drama,0,0
unrelentless,1,1
chroot,-1,0
monitoring,1,0
scoots,0,0
grousing,-1,-1
piled,-1,0
reconfigures,-1,0
buttered,1,1
stathead,-1,-1
deathrow,-1,0
alzheimers,-1,0
scooty,0,0
allowances,-1,-1
incivility,-1,-1
sanef,1,0
grazings,0,0
shoaled,0,-1
optimal,1,1
meenakari,0,0
reconfigured,-1,-1
neurocysticercosis,-1,-1
edinburgh,1,0
lido,0,0
pipettors,1,0
painterliness,1,0
tahong,0,0
upskilling,1,1
stroppy,-1,-1
ganglionic,-1,0
depolarisation,-1,-1
boîtes,0,0
pauperised,-1,-1
unclaimed,-1,-1
improving,1,1
sheetlet,0,0
spouted,-1,-1
contraindicated,-1,-1
canteloupe,0,1
carburettors,-1,0
rinkmates,1,1
equilibriums,-1,0
natural,1,1
photoperiodism,0,0
correlate,1,1
nakedly,-1,-1
biographical,1,0
ghostwrites,-1,0
ghostwriter,-1,-1
negotia,1,0
basting,0,1
aproved,-1,-1
dankness,0,-1
tators,-1,0
qualifieds,1,0
pollution,-1,0
offencive,-1,0
occluders,-1,0
innocuous,-1,-1
principio,1,0
demagogically,-1,-1
mujahideens,0,0
footstep,0,0
ringback,1,0
dichloro,-1,0
nonparametric,-1,0
dotmobi,1,0
decals,0,0
pestilential,-1,-1
looksoftware,1,0
counterclockwise,1,0
surpirse,1,1
horrify,-1,-1
mishear,-1,-1
implausibilities,-1,-1
coulrophobia,-1,-1
tendency,1,-1
heís,0,1
splurge,0,0
overhaul,-1,0
realtones,1,1
avobenzone,-1,0
evidentially,-1,-1
nearsighted,-1,-1
reforging,1,0
methodology,0,0
maldistribution,-1,-1
disconcertingly,-1,0
punier,-1,-1
plagiarising,-1,-1
orangeade,0,0
museo,1,0
musem,0,0
collegians,0,0
clawbacks,-1,-1
swastika,-1,0
ois,1,0
durometer,-1,0
renaming,-1,0
clueing,-1,-1
chaining,-1,0
thereby,1,-1
upbound,0,0
organizaton,0,0
nio,1,0
monensin,-1,-1
biobanking,1,0
nation,0,0
amulet,0,0
harakiri,-1,0
chemokines,-1,0
exon,-1,0
backstairs,0,0
liberté,1,0
twilight,-1,0
fractionalization,-1,0
shoudl,0,-1
spiritualism,0,0
agglutination,-1,0
défense,1,0
norfloxacin,-1,0
monocytogenes,-1,0
engagers,-1,-1
washermen,0,-1
travelog,1,0
establishing,1,1
legume,0,0
populares,1,0
uncultivated,-1,0
heresies,-1,0
dikir,0,1
spiritualist,-1,0
deathtrap,-1,-1
nonsevere,-1,0
didactics,-1,0
blacktops,0,0
stalling,-1,-1
charro,0,0
botnets,-1,0
krai,0,0
somethign,0,-1
prestart,0,1
umrah,0,0
crushing,-1,-1
krab,0,0
fumé,0,-1
jathropa,0,0
poopie,-1,-1
owing,-1,-1
tahrir,0,0
sidearm,-1,0
polybutylene,-1,-1
beetle,0,0
clusterflock,-1,1
krap,-1,-1
swearwords,-1,-1
ritually,0,0
unsoiled,-1,1
candyfloss,1,1
cobs,0,0
devaluing,-1,-1
biochemicals,0,0
sniveling,-1,-1
commissar,0,0
astray,-1,-1
swordsman,1,0
profanation,-1,0
acyltransferase,-1,0
masyado,1,0
torunament,1,1
cobb,0,0
waterfowling,0,0
lisfranc,-1,0
losers,-1,-1
astral,1,0
codebases,-1,0
demonology,-1,0
parleyed,1,0
sings,1,0
remifentanil,-1,0
chairside,1,1
ascendant,1,1
bookie,0,0
siege,-1,0
settimana,1,0
secessionists,0,0
instrumentalists,1,0
netroots,-1,0
primitivist,-1,0
overheads,0,0
ignitions,-1,0
disrespect,-1,-1
único,1,0
mime,0,0
matchless,1,1
benzoyl,-1,0
faggotry,-1,-1
mimi,0,0
sampans,0,0
pennywhistle,1,0
pimps,0,-1
nonmusic,1,1
beermaker,0,0
wekend,0,0
citoyen,1,0
bobolinks,0,0
backside,1,0
telenovela,0,0
camshaft,-1,0
iterative,1,0
couldnot,0,-1
wanderers,0,0
prerequisite,1,1
tiltrotor,1,0
overachieving,-1,-1
recor,1,1
undesirable,-1,-1
oxandrolone,-1,0
solubilize,-1,0
sealanes,0,0
ungracefully,-1,-1
nonfoods,0,-1
closly,1,1
wabi,1,1
teleseminars,1,0
distal,-1,0
hashbrown,0,1
aas,1,0
cloakroom,0,0
kinara,0,0
medusahead,0,0
outwash,0,0
conifer,0,0
culpably,-1,-1
intermediaries,0,-1
goahead,1,1
unmanifested,-1,-1
stuffer,0,0
city,0,0
aedes,0,0
operable,-1,1
outhit,-1,1
bith,1,1
soliloquizing,-1,-1
nosewheel,-1,0
preludes,0,0
ported,-1,0
honeypots,0,0
logotype,0,0
anteriorly,-1,0
shiftily,-1,0
citi,1,0
hirers,0,0
stuffed,-1,0
treeing,0,0
hearsays,-1,-1
spackling,0,0
headwalls,0,1
finised,1,1
bits,0,0
cite,-1,-1
whereto,0,0
slashes,-1,-1
overshooting,-1,0
besoins,1,0
subsp,0,0
antis,-1,0
biddable,-1,1
bioelectrical,-1,1
sentinels,0,0
kinkier,-1,-1
gratuities,0,0
southbound,0,0
reclaims,1,0
hoovered,0,-1
nanocapsules,-1,0
antic,1,0
slashed,-1,-1
jasmines,0,0
companionships,1,0
kalaripayattu,0,0
electee,0,0
industrially,1,0
impractical,-1,-1
depressed,-1,-1
yelping,-1,0
tendancy,-1,-1
tankan,-1,-1
corruptible,-1,-1
ratting,-1,-1
smirks,-1,-1
blabla,1,0
tendance,1,0
trekking,0,0
mukha,1,0
smirky,-1,1
drywall,0,0
damned,1,-1
chaplet,0,0
depresses,-1,-1
vedette,1,0
lashkar,0,0
buries,-1,-1
pigheaded,-1,-1
aller,1,0
beamlines,1,0
softlines,0,1
initiation,0,0
prokaryote,-1,0
greyhound,0,0
solon,0,0
alley,0,0
pipelay,0,0
alleg,1,-1
allee,0,0
alled,-1,0
buried,-1,0
allen,1,0
pornography,-1,0
échelle,1,0
luxuriates,1,0
cenotaphs,0,0
cides,-1,0
stellate,-1,0
dewars,0,0
shorstop,0,0
acsis,1,0
saguaros,0,0
synchro,1,1
sds,1,0
downwards,-1,1
standdown,0,0
peacekeeping,0,0
longshore,0,0
omfg,-1,-1
rumination,1,0
evoke,1,1
massa,1,0
añejo,0,0
panchakarma,0,1
coincide,1,0
mischaracterised,-1,-1
appellation,0,0
ileocecal,-1,0
syllable,-1,0
inserter,1,0
té,1,0
compress,-1,0
beatboxes,1,1
counterpunches,1,0
counterpuncher,1,1
zyxxy,1,-1
settore,1,0
crayfishing,0,0
neuropathological,-1,-1
cylindrically,-1,0
counterpunched,0,0
thumbboard,1,1
inserted,-1,-1
snowslide,0,0
adaptability,1,1
armrest,0,0
ejdionne,0,0
byway,0,0
superbantamweight,1,0
beneficent,1,1
usuario,1,0
furtaker,0,1
pageantry,0,0
trembler,0,0
drive,0,0
vaste,1,-1
systemically,-1,-1
outsang,1,1
vasty,-1,1
sporatic,-1,-1
replastered,0,-1
alterable,1,0
evocations,1,0
unloveable,-1,-1
trembled,-1,-1
vastu,0,0
aerators,0,0
posties,0,0
skite,-1,1
sdb,1,1
honeymooned,0,0
marshalled,1,1
lotus,0,0
proteoglycan,-1,0
funsies,-1,0
outdug,1,1
paschal,1,1
honeymooner,0,0
lienholder,-1,0
bright,1,1
counterbidder,0,-1
doku,1,0
behr,1,0
hoper,-1,0
raptly,-1,0
scarce,-1,-1
tracheobronchial,-1,0
anytown,1,0
serio,1,0
sativa,0,0
vars,1,1
punchy,1,1
geotourism,0,0
tartness,1,0
pompus,-1,-1
journalese,-1,-1
liberation,-1,0
oponent,1,0
perspicuous,-1,0
bying,0,0
straigh,0,1
sulfurs,0,0
outrage,-1,-1
sunseed,0,0
cheftestants,0,0
awayday,1,1
clank,-1,0
envenomation,-1,0
explosion,-1,0
ebx,1,0
nonpregnant,-1,-1
androids,-1,0
expections,1,1
sealings,0,0
holdovers,-1,0
clang,-1,0
battalions,0,0
recruiters,0,0
granitoids,-1,0
slammers,0,0
submerge,-1,0
flashcard,-1,-1
clans,0,0
innervate,-1,0
ghosties,0,0
hangeul,0,0
clotrimazole,-1,0
scrapbooker,0,0
saliva,0,0
lampshades,0,0
workweek,0,0
soloist,1,0
artifacting,-1,0
resins,-1,0
worries,-1,-1
uncover,-1,0
depar,1,0
snapback,-1,0
undercapitalisation,-1,-1
specificly,-1,-1
tibialis,-1,0
temperance,-1,0
multisensor,1,0
softies,-1,-1
mavericky,-1,-1
essentialist,-1,-1
arouses,1,0
profanes,-1,-1
gastroenterological,1,0
stateside,1,1
overflowed,-1,-1
allanite,-1,0
flattrack,1,1
oilcloth,0,0
aroused,1,-1
berba,1,1
clips,0,0
mutton,0,-1
taqueria,0,0
inequalities,-1,-1
compounds,0,0
uninstaller,-1,0
representatives,0,0
knuckleballing,1,0
overdog,-1,-1
multiseat,-1,0
sable,0,0
uninstalled,-1,0
pentavalent,-1,0
journeywoman,1,1
pitiless,-1,-1
screed,-1,0
shoegazing,1,0
rotundas,0,0
checkered,-1,-1
singal,-1,-1
ecoterror,-1,0
screen,0,0
stiltwalkers,0,0
adamance,-1,-1
ascribed,1,-1
workstream,1,0
uth,1,0
voir,1,0
steroid,-1,0
brassica,0,0
fundraisings,-1,0
pubcasters,1,0
matures,1,0
ascribes,-1,-1
smoothe,1,1
maturer,1,1
oust,-1,0
puerile,-1,-1
pantaloon,0,0
parapet,0,0
undergirds,1,-1
telecentric,1,1
fratboy,-1,-1
belie,1,0
professonal,1,1
disabuses,-1,-1
demux,1,0
fable,-1,0
ropers,0,0
kahle,1,1
riddle,-1,0
minima,1,0
fishable,0,1
midshipman,0,0
extravagantly,1,1
virginiana,0,0
considerd,-1,1
nulls,-1,-1
shanahan,1,0
chippiness,-1,-1
amateurishness,-1,-1
compamy,-1,0
retests,-1,-1
sprinters,1,0
parthenogenic,-1,1
considers,1,-1
panics,-1,-1
cramps,0,-1
sniggering,-1,-1
touchpanels,1,0
rollings,0,0
puppetmaster,-1,-1
crampy,-1,-1
fiveyear,1,1
woodcare,0,1
artichokes,0,0
tellurides,-1,0
receded,-1,1
braving,1,0
uncategorically,-1,-1
mindspace,1,0
mutilating,-1,0
victimises,-1,-1
needlelike,0,0
threatscape,1,1
defensman,1,0
fumigator,0,0
unrecorded,-1,-1
uncommented,-1,-1
pocketpc,-1,0
endeavoring,1,1
essayer,1,0
mong,1,-1
instantiated,-1,0
glamourise,-1,-1
layperson,0,0
firewalking,0,0
snitching,-1,-1
curbing,1,0
hypochondriacs,-1,-1
stanozolol,-1,0
psychostimulants,-1,-1
perceptions,-1,-1
conocimiento,1,0
lready,1,0
frogsplash,0,0
futsal,0,0
psychotherapy,-1,0
calligraphy,0,0
dropouts,-1,-1
bumiputeras,-1,-1
instantiates,-1,-1
footlockers,0,0
excerpted,-1,1
lawgivers,1,0
juveniles,0,0
granolas,0,0
wholesellers,0,-1
consultant,0,0
pettiness,-1,-1
crisper,1,1
reindict,-1,0
zippered,1,0
sponsered,1,0
hayes,1,0
sediments,0,0
subsample,-1,0
winemakers,0,0
conveyance,0,0
aimlessness,-1,-1
hypoglycemic,-1,0
hayed,0,0
endured,1,-1
aperitif,0,0
lettable,1,0
seepage,-1,0
pitaya,0,0
cartelized,-1,-1
croaked,-1,1
pericarditis,-1,0
internets,-1,0
taoiseach,-1,0
purse,0,0
broadbasing,1,1
monk,0,0
guerrila,-1,0
croaker,0,0
spooked,-1,-1
moni,1,0
norther,-1,0
bullfighting,0,0
trival,-1,-1
privatesector,-1,-1
transnationalist,-1,-1
underweights,-1,-1
coexisting,1,0
perpetually,-1,-1
singh,0,0
racewear,1,0
responsibity,1,-1
impetuosity,-1,-1
dilations,-1,0
stoneware,0,0
nonminority,-1,-1
homophobia,-1,-1
homophobic,-1,-1
sterling,1,1
nativism,-1,0
nomadism,-1,0
diabolo,0,0
newfound,1,1
apparels,0,0
differance,1,1
arden,0,0
splashiest,1,0
transmutes,-1,0
debottlenecking,0,0
snowbank,0,0
sevas,0,0
dreaminess,1,0
overblowing,-1,0
nativist,-1,0
recontacted,0,-1
quadrocopter,1,0
hummingbird,0,0
quanities,1,-1
awesomeness,1,1
roulade,0,0
unskippable,-1,-1
volcanoes,0,0
coursework,0,0
blockbusting,1,1
idiotically,-1,-1
glycerides,0,1
ody,1,0
frazil,0,0
veal,0,0
bariatric,-1,0
disentitle,-1,-1
conservatee,1,0
tpday,-1,0
demagoguing,-1,-1
tokeep,0,1
hayshed,0,0
ferroelectrics,-1,0
linesperson,-1,-1
poach,0,0
ress,1,0
resp,1,0
asphyxiating,-1,-1
rest,0,1
resu,1,-1
jinxing,-1,-1
resh,0,0
resi,1,0
reso,0,0
babydoll,0,0
unaccepted,-1,-1
vimana,0,0
rese,1,0
teenybop,-1,0
diyan,1,0
loftier,1,1
diachronic,-1,0
reenergize,1,0
singl,1,1
unconventionals,1,1
kak,1,0
contesting,-1,-1
dryly,-1,-1
adsense,-1,0
overview,1,0
insurrectionists,0,0
potash,0,0
inconjunction,1,0
ebullient,1,1
boilermakers,0,0
newsbreak,0,0
diyas,0,0
gayly,1,0
nofollow,-1,0
liaise,1,1
crusty,-1,-1
counteracting,1,0
kevlar,-1,0
hassaid,-1,-1
shakuhachi,1,0
discoms,0,-1
crusts,0,0
dart,0,0
dark,-1,0
tocsin,-1,-1
snarl,-1,0
stakeouts,0,0
darn,1,1
darl,-1,1
snarf,0,0
snare,1,0
alredy,1,-1
darf,1,0
dare,0,0
dard,1,0
daugter,0,0
mineralogically,-1,0
crostini,0,1
malignancy,-1,0
saltmarshes,0,0
critise,-1,-1
vittles,0,0
maulana,0,0
expositors,1,1
intestinal,-1,0
junco,0,1
taches,0,0
pareos,0,0
micropump,-1,0
landowner,0,0
fives,1,1
fiver,0,1
crabbed,-1,-1
wattle,0,0
outkicking,1,1
pickled,0,0
liveaboards,0,0
supplementary,1,0
fived,1,0
stepparent,-1,-1
recompleting,0,0
laborites,-1,-1
raveled,-1,-1
pickles,0,0
groupers,0,0
interleukin,-1,0
crabber,0,0
phytochrome,-1,0
warrantable,-1,-1
mbakst,0,0
scholarships,0,0
drillhole,-1,0
gastroenterologists,0,0
subpart,-1,0
bioaccumulation,-1,0
pneumatically,-1,0
symbiotic,1,0
extranet,1,0
dimpled,1,-1
influnce,-1,0
meteoroids,-1,0
revenged,-1,0
reinvading,0,0
maltsters,0,0
knowledgebase,1,0
tablespoon,0,0
tainting,-1,-1
dimples,1,1
draggers,0,0
wrongfooting,1,0
biased,-1,-1
minigrant,0,0
vivian,1,0
decumulation,1,-1
plauged,-1,-1
outprice,1,1
unlockables,1,0
glams,1,0
yobbo,-1,-1
biases,-1,-1
corkage,0,0
throwback,1,1
stroganoff,0,-1
punishments,-1,0
slatted,-1,0
drolly,-1,-1
medicalised,-1,-1
layoff,-1,0
accor,1,0
package,0,0
brettanomyces,0,0
photobioreactors,0,1
formline,1,1
unseasonably,1,0
loansharking,-1,0
fraying,-1,-1
unseasonable,-1,-1
personifications,-1,-1
accom,0,0
addons,-1,0
somehwat,-1,-1
hardbacks,0,0
derny,1,0
chivalry,-1,0
theonly,1,0
qualifers,1,0
stultification,-1,-1
befooled,-1,-1
barangays,0,0
diretor,1,0
conceptualizes,1,0
makai,0,0
jatara,0,0
extramarital,-1,-1
apologize,-1,-1
muriate,0,0
portrayal,-1,0
bubonic,-1,-1
hansom,0,1
kronnan,0,0
peonies,0,0
skuas,0,0
recordbook,0,0
trivialises,-1,-1
clusterin,-1,0
gutom,1,0
aguas,1,0
masqueraded,-1,-1
astrometric,1,0
privative,-1,-1
sloped,-1,0
suceeded,1,1
nuetral,-1,0
lapsing,-1,-1
resum,0,1
espousal,1,0
slopes,0,0
tireless,1,1
masquerades,-1,0
masquerader,-1,0
surviver,0,0
survives,1,1
blinder,1,1
unreliably,-1,-1
uhhhhh,-1,1
kitesurfers,0,0
nigrostriatal,-1,-1
displacement,-1,-1
beginners,1,1
follicular,-1,0
oversteps,-1,-1
estoppel,-1,0
premedia,1,0
fascists,-1,-1
unreliable,-1,-1
estopped,-1,-1
informer,-1,0
amplify,1,-1
assocations,-1,-1
imputs,1,1
squalling,-1,-1
bottleshops,0,0
numerologist,0,0
saddlecloth,1,0
robustness,1,1
supercompetitive,0,-1
xxxxxxx,1,0
firsthalf,1,1
booklight,1,0
impute,-1,-1
echosounder,1,0
hydrochlorothiazide,-1,0
threadless,1,1
nanopharmaceutical,-1,1
microcells,1,0
spendings,0,0
cytokeratin,-1,0
copyist,-1,0
selfdefence,-1,0
vory,0,0
blinks,0,0
ministeries,0,0
citizenship,0,0
fright,-1,-1
phytochemical,0,0
migrate,-1,0
sitars,0,0
pinkest,1,0
straightens,1,0
inflexion,1,0
teamworking,1,1
catchup,-1,1
alef,1,0
punctiliously,1,0
vidic,1,1
sholder,0,0
ameliorate,-1,-1
recommitting,1,1
pedestal,0,0
attatched,-1,-1
thinkpad,-1,0
uplifts,1,1
benjothaha,1,0
shortable,-1,0
purdah,0,0
drafts,-1,-1
incomprehensibly,-1,-1
aurait,1,0
hippyish,-1,0
sanguine,-1,1
vocational,0,0
adipokines,-1,-1
tight,-1,1
surfline,0,0
biassed,-1,-1
lungless,0,0
laïcité,-1,0
incomprehensible,-1,-1
chutneys,0,0
lifesavings,0,0
terro,-1,0
warbly,1,-1
misbelief,-1,-1
narco,0,0
beaky,-1,1
terri,1,0
quaffer,0,1
refashions,-1,0
terre,1,0
remounting,0,0
dashikis,0,0
terra,0,0
forgetten,-1,-1
descriptiveness,-1,1
planners,0,0
buisnesses,0,-1
cowritten,1,0
atomizing,-1,-1
solarized,-1,0
dandling,-1,-1
quaffed,0,1
aday,1,0
dezineforce,1,1
partitioned,-1,0
airbed,0,0
waived,-1,1
dissimulate,-1,-1
adat,0,0
adai,0,1
agnostically,1,0
adam,0,0
sawing,0,0
sensibility,1,0
modak,0,0
dst,-1,-1
waiver,-1,0
waives,1,0
retch,-1,-1
gingham,0,0
babirusa,0,0
turbocharger,1,0
turbocharges,1,1
etomidate,-1,0
transite,-1,0
mns,0,0
mnt,-1,0
cowtown,0,0
strategise,1,0
turbocharged,1,0
mni,0,0
barterers,0,0
debris,0,0
restated,-1,-1
lekgotla,-1,0
brainlock,-1,-1
superheroics,-1,1
directorship,0,0
transits,0,0
debuggers,-1,0
smo,1,0
condescends,-1,-1
unteachable,-1,-1
tz,1,0
etching,-1,0
vikings,0,0
ty,1,0
tv,0,0
tw,1,0
tt,1,0
witholding,-1,-1
tr,1,0
ts,0,0
tp,0,0
sportscaster,0,0
tain,-1,0
tl,1,0
tm,1,0
tj,1,0
tk,1,0
th,1,0
ti,0,0
lund,1,0
tg,1,0
hyperhidrosis,-1,0
te,1,0
tb,1,0
tc,1,0
shipload,0,0
ta,1,0
hotest,1,0
skinks,0,0
prepone,0,-1
projec,1,0
bareknuckle,-1,0
starchitect,-1,0
dsi,0,0
homeopath,0,0
eis,1,0
zapping,-1,0
telethon,0,0
projet,1,0
blockade,0,0
corollary,-1,0
myoelectric,-1,0
corsets,0,0
formable,-1,1
plushy,1,0
headage,0,-1
postholder,1,0
allocative,-1,0
falsifying,-1,-1
albiceleste,1,1
humyo,1,1
cofounders,1,0
semidry,0,1
parliaments,0,0
firebomb,-1,0
pbs,1,1
althought,-1,1
stinkweed,0,0
youngman,0,0
heist,0,0
awsome,1,1
crossholdings,-1,0
joined,1,0
phosphorylation,-1,0
exaction,-1,-1
large,1,1
pesky,-1,-1
ohra,1,0
larga,1,0
outcompeting,0,0
millimeters,-1,0
pbb,-1,-1
venality,-1,-1
largo,1,1
joiner,0,0
reimplantation,-1,1
stunners,1,0
ecotypes,0,0
subpolar,0,0
methodical,1,1
colorists,1,0
overspill,0,0
overemphasising,-1,-1
doda,0,0
supression,-1,0
trichloride,-1,0
microphysical,-1,0
dogfighting,-1,0
reslizumab,-1,0
crystallography,1,0
tohold,0,0
pacifies,-1,-1
swallower,-1,0
incommunicative,-1,-1
supernovas,-1,0
contrails,-1,0
controvert,-1,0
eyespot,0,0
transpire,1,-1
amygdalin,-1,0
codirected,1,0
recruitable,-1,0
rhodamine,-1,0
trich,-1,0
scientists,0,0
weever,0,0
implemenation,1,1
bestknown,1,0
fuckable,-1,-1
odontologist,-1,0
attractant,0,0
empower,1,1
shadbush,0,0
lobbyist,0,0
defoggers,-1,1
signwriter,-1,0
aaargh,-1,-1
lobbyism,-1,-1
sleekit,-1,0
leaguies,-1,-1
vibraphonist,1,0
metallics,0,0
blogfather,-1,0
legend,1,0
overawe,-1,1
assurer,-1,-1
tomore,0,0
cockatiel,0,0
bulged,-1,0
hotdesking,1,1
trailblazing,1,1
weirded,-1,-1
infrarenal,-1,0
solemnising,0,-1
faddist,-1,0
espace,1,0
fusebox,-1,-1
bulges,0,0
scentless,0,-1
sideshows,-1,0
emulator,-1,0
husker,0,1
murdering,-1,0
ein,1,0
weirder,-1,-1
rummaging,0,0
goss,0,0
restaruant,0,0
programmeme,0,0
orgone,-1,-1
handwoven,0,0
acheive,1,1
milked,1,1
numerology,-1,0
sherbet,0,0
hemolysin,-1,0
numérique,1,0
becau,-1,-1
pedestrains,0,-1
failte,0,0
enjoined,1,1
hemolysis,-1,0
commonalities,1,0
untraceable,-1,-1
ating,1,0
casket,0,0
fairtrade,1,0
sympatico,1,0
occassion,0,0
maculata,0,0
knit,0,0
anounce,1,0
monetizations,1,1
chalupas,0,0
pears,0,0
pearl,1,0
zappers,0,-1
becak,0,-1
tunnelers,0,0
sandfly,0,0
gorgeous,1,1
unchastity,-1,-1
metformin,-1,0
eral,1,0
myoblast,-1,0
drawcard,1,1
stigmatism,-1,-1
proliferative,-1,0
befitting,1,1
stairlifts,0,0
portrayals,-1,0
ciggy,0,0
batsman,1,0
semiautonomy,0,0
backbiters,-1,-1
evro,-1,-1
mowed,0,0
abets,-1,-1
thrilla,0,0
eatable,-1,0
devastative,-1,-1
dayum,-1,-1
sizing,0,0
utili,1,0
fleece,-1,0
coruscating,1,1
ceftazidime,-1,1
telestrator,-1,0
ickiest,-1,0
industrialists,0,0
paisleys,0,0
bestimmte,1,0
tritiated,-1,0
sahl,1,0
touchpads,-1,0
evangelizers,1,1
staffing,-1,0
peatlands,0,0
ingredient,0,0
uglification,-1,-1
couchette,0,0
fleecy,0,0
hoki,0,0
seismological,0,0
cutblocks,0,0
crear,1,0
eardrums,-1,0
antagonists,-1,0
scal,1,0
hobgoblins,0,0
challeng,1,0
scab,0,-1
bides,1,1
scad,0,0
chancellery,0,0
krathong,0,0
marginalized,-1,-1
snapshotting,-1,0
tonking,1,1
schoolgirl,-1,0
tothis,1,1
stickhandles,1,1
bided,1,0
mandation,-1,0
scat,0,0
décision,1,1
reproachfully,-1,-1
cryogen,0,0
oppoents,1,-1
anthelmintics,-1,0
scoundrels,-1,-1
imminent,-1,-1
brokerage,0,0
ecarlist,1,0
otaku,-1,0
émises,1,-1
boooo,-1,0
stelae,0,0
cajole,-1,0
dills,0,0
sokoto,-1,0
docudramas,0,0
secularist,-1,0
glulam,-1,1
abd,1,0
torchings,-1,0
detenue,0,-1
lasciviousness,-1,-1
transman,-1,1
treatments,0,0
moun,0,0
unsound,-1,-1
impassion,1,1
hyperpower,-1,0
authentic,1,1
aquarobics,0,0
transposed,-1,-1
lipopeptide,-1,0
knockoffs,-1,0
neophobia,-1,-1
teamers,1,0
nontreated,-1,1
scoreboards,0,1
register,0,0
pucker,1,0
volleyball,0,0
inaptly,-1,-1
lampworking,0,0
blacklisting,-1,-1
fundamental,-1,0
cocksure,-1,1
streetwear,0,0
ferch,1,0
registed,1,1
folkiness,1,1
relentlessness,1,1
adorned,1,0
brix,0,1
higherups,0,0
antipode,-1,0
sadhus,0,0
arbors,0,0
bris,0,0
instep,0,0
staginess,-1,-1
easyday,0,0
outgrower,0,0
tramadol,0,0
brit,0,1
brik,0,0
aaya,1,0
snowblower,0,0
brio,1,1
brin,1,0
brim,1,0
leter,-1,0
bric,0,0
levamisole,-1,0
turbine,0,0
dismemberments,-1,0
brig,-1,0
insted,-1,0
brie,0,0
brid,1,0
familes,0,0
lievable,1,1
microarray,1,0
flirtiness,1,1
onsets,-1,-1
glazier,0,0
cleavable,-1,0
scribed,1,0
interiority,1,0
lumad,0,0
zilla,0,0
papists,-1,0
reebok,0,0
nifty,1,1
korbo,1,1
scribes,0,0
scriber,-1,0
prepregs,-1,0
sufferred,-1,-1
formosa,0,0
capybara,0,0
toiletry,0,0
rebuttle,-1,-1
allllll,1,-1
reserachers,-1,0
personna,-1,0
subtitled,-1,0
geomarket,1,0
personne,1,0
farmettes,0,1
fooseball,0,1
communalize,-1,-1
paintballers,0,0
tinis,0,0
stepwork,1,1
desloratadine,-1,0
subtitles,-1,-1
ereading,1,1
plagiarisms,-1,-1
turndown,0,1
andproduction,-1,0
barcamp,0,0
brokenness,-1,-1
salvations,1,1
preshrunk,0,0
nugget,0,0
assemblies,0,0
gazettes,0,0
tzatziki,0,0
disingenuity,-1,-1
uncovering,-1,0
investigatory,-1,0
aggrieved,-1,-1
flaxseed,0,0
energetically,1,1
gazetted,-1,0
endografts,-1,1
uncaffeinated,0,-1
zookeepers,0,0
wasent,-1,0
ssue,-1,-1
upstairs,0,0
noble,1,0
sledged,-1,-1
ayahs,0,-1
rallygoers,0,0
slowdown,-1,0
floorcloth,0,0
oncogenic,-1,0
hemispheric,-1,0
measurement,1,0
cagers,0,0
bourgeoisies,-1,0
duetting,1,0
sledges,0,0
sledger,-1,-1
finner,1,1
goldens,0,1
hydrochlorofluorocarbon,-1,0
debilitations,-1,-1
candlelight,1,0
stratégique,1,0
lithotripter,-1,0
flagella,0,0
freakshow,-1,-1
revisionists,-1,-1
antiharassment,-1,-1
